type	tweets 
neg	الهلال بكل بساطة إنتظار هدايا الحكم الحظ طرد لاعب الأهلي والتغافل عم طرد البريك يستاه
neg	صارت عندك
neg	وحيدا تكن شخص يسد بك فراغات يومه تمثلني متهشم
neg	جاهزين التحدي اليله شاء اله
neg	الاغنيه ماخذه قلبي حرفيا
neg	الهم عجل بخلاصهم
neg	اله اله اله صوتها حرام مهي مشهورة وغيرها اقل بكثير ماخذين شهرة مظلومة واله
neg	يتمنى مثلي يسمع آقاله زوران اليلة المنبر يدوس لايگ
neg	الشخص يحبك يقارنك الآخرين لأنك بساطة أجمل البشر نظره
neg	ٲليس العيب تحفظ الأغاني وتكر السورة صلاة
neg	اله يرد خطاك لدروب خلانك لعيون ماتنساك طال هجرانك أصبحت سلوكيات ضيع ثقافته ليحاول ندا لثقافتنا طريق الترويج لثقافات معروفه ومعلومة لكل استوقفت رح اتخلى عنك بدي ازعل واتوجع منك لانو الزعل معك احلا الفرح غيرك ودوني الرياض ايه عادي تدرين وشي المتعه حبيبتي نمسك اقرب زاويه وادخل العبايه وانزل سروالك بشويش وادخل وجهي فخوذك واتنفس دبد مش عارفة عالأغلب الأجانب أكتر منا بس برضه مش أكيد إنك بتعجبها موضوع الصاحب تمني اليله شوفتك وحبة خشمك ياغلامن فقدابوي وش تعلمت الدنياء افارق الشيء لايعطيني قيمتي روحي متعلقة اذكروها هالخلفه اله يعقل راعيها لقيتها عقلي عنده وين يتباعد الوتر جنة القلوب سبحانك آلهم بحمدك أشهد لآ إله إلآ أستغفرك أتوب إليك كفاره المجلس سلامتك الحزن كبرنا فلم نجد مثاليات الاولين فلا الجار الدار الصديق وقت الضيق الاقربون اولى بالمعروف الذكريات الجزء الأول المقدمة الحلقة ذكريات مذكرات اوبا افهم كلامك الصناديق ات بالسيسي مزورة لكونك استثنيت اسرائيل صورة مشهد مؤثر لمتظاهر ركبتيه يديه رأسه لتعبير السلمية تلقى مقذوفا صدره اليوفي سبال والعصر معايا زهايمر لدرجة بنسى انا بصمت دخول خروج اجحد وجع كبدي مر طاريك قدني مر طاريك غطيت كبدي واله الثلاثة اتفه العروس كريهة شو يعني الام ركبت العريس دراما حبتين طلقها عشي تافه الام نشبة لزقة سیل خوزستان أطفال قرية الحلاف بابا احتياج لباس ودمپاي دارن بچه گناهشون چيه نگاه روحاني دلت تعودني الصده تراني تعمدني بنسيانه نسيته رباه تحرمني رؤيته جنتك قلبي يتمزق شوقآ وألمآ وفراقآ وحنينآ أبي محتاج اتطمن مش عارف جآاري آلگتآابة روحا تشبعت بك عشقا تحيا بعيدة عنك انزين عادي انا احب الدراسه افا يعلم مايصير جاي انا يوجد دين يحفظ حقوق الإنسان وكرامته الإسلام مسلم قتل مسلم معاهد دينه الشخص ويسعدك يارب الزمن العجيب شيء يستحق الإنتظار الراتب والإجازات احا ده عيوب الكليات برع المحافظة برده وضعية النوم الأمثل لكل حالة صحية تمر تعرف الفيديو مايطلبه المنحرفون دم الشهيد غالي وربنا موجود سبحانه وتعالى محكم تنزيله وإذ يمكر بك كفروا ليثبتوك وردية الصباح اليلة تعبانة الهلال الاهلي ابد حسين يخطي يسيء لاحد بهذه القطه حسين يشرح لقوميز تاريخ الاهلي شو هالقلب كلمه بتكسره وكلمه بتجبره الزمن الجميل زمن ذكريات حي الملز ذكرياتي الجميله الجوري والفل حديقة بيتنا وكنت ال أشتاق اليگ تغير ملامحي ويتعب قلبي آقسو الجميع ذنب استاعطت المكلا اخراج ربع لطردت القاعده نفسي أقابل شخص يخاف يخسرني حصل قابلت الشخص ده خليته يكره قابلني وخسرني برضه إني أسف دنا تيزر بوي وذ لوف الاثنين اخر ينتقد كاريلو لك أصلن انت المفروض ماتصرح مباراه اله يجعل با أقالتك ويعدي المباري الاتحاد يتوج بطلا لدوري الاتحاد مهد بالهبوط رأيت الدهر مختلفا يدور فلا حزنا يدو ظهور نشو شرق ام الغيران جنوب مهدالذهب انا اتاكدت حاجة برا بوابة العريش دي حياة بجد انما بنمشي حالنا نموت تكبر صغير تصغر كبير وانتبه والمعادن ميز افروقها وأنزل الناس منزلها وخلك بصير وأعط الخلايق صافي حقوق تكفين خلاص اله يرزقنا الحرية عاجلا آجل نظرية جميلة وجدت شيء جميل احيانا لأنجد شئ نرجوا الصبر والحلم الجوانب السيئة بنصر اله ذكرى الأليمة سبها نظام التميز الطائفي لأسف زال يحكم لبنان ويحضر جديد الحين اغنية طيب النسيم قضى عمري روتين ثابت ومل الاقل فرند وطقه ايادي انا شطحت روحي تهنى بفراقك چني بغربة
neg	يسعد صباحك بالخير
neg	أحلى سيكشي وكيوتي بالعالم
neg	دقيقه
neg	تعلم اهدرت النسوان اجلها
neg	الهم آمين يارب العالمين
neg	ترم اقول بتصير قدوتي
neg	تلاتين بترقص اليلة رقصتنا بكي دي حلاوة شديدة باخ
neg	
neg	باقي شعره بس ونقلب الكوبري
neg	الهلال الاهلي مبروك لهلال هاردلك لطحالب وطز النصر
neg	والعبادات ليست ثقيلة القلوب خربتها الذنوب أثقلتها فاستغفروا
neg	الهلال بكل بساطة إنتظار هدايا الحكم الحظ طرد لاعب الأهلي والتغافل عم طرد البريك يستاه
neg	وهاتلي أيوب وهاتلي حگمه لقمان وهاتلي گمان طريق لبر وخير يحاوطني وقت الشر ويارب وسط الناس استرني
neg	الهم رحيله عني كسر قلبي يارب أجبر الكسر لقائه الجنه الهم اغفرله ارحمه فيصل فهد الحميد
neg	لغز يحله إلا الذكي الفطن ناتج المعادلة يطلع ملاحظة الحل الصحيح رد الاتحاد النصر
neg	شغال
neg	واله الثلاثة اتفه العروس كريهة شو يعني الام ركبت العريس دراما حبتين طلقها عشي تافه الام نشبة لزقة
neg	ومش بهزر
neg	ليله ستكتب الأقلام ليله ستحصد التاريخ قاتلوا أجلنا قاتلوا الكيان قاتلوا
neg	النصر الجيل يتفق معي حمدله مو هداف وبس سفاح
neg	متابعيني الاعزاء الوالدة توفاها اله ادعو بالرحمة جزاكم اله خير
neg	نه نه دو نفر
neg	منت بلحالك اله يحيك
neg	دايم نقول الحب عنوان الٱنسٱن قصدي حب نظرھ علٱقہ الحب تعطي والعطٱٳ
neg	اطهر انواع الحب تحب ملك نصيبك تظل تحبه وتمنى السعادة لانك احبته
neg	ليش جهنم
neg	وايد بنات تطلقو والسب هالشي ويظل معلق اسمها مطلقه شنو ذنبها بهالشي الرجال اصلا مو رجال
neg	اشتقت حق قديمه وايد ويمعات ربعي القديمه المدرسه شي
neg	الاتحاد يتوج بطلا لدوري الاتحاد مهد بالهبوط رأيت الدهر مختلفا يدور فلا حزنا يدو
neg	لست بخير انال الخير لأني اتجرأ وجع قلب استنقص اجرح واضحه ومسالمه
neg	الحنين يقتل فمابالك بحنين كبار السن يقطع القلب وماينلامون زمنهم الأنقى والأحب والأجمل
neg	القلب ضايق ظروف تحده والعين هلت دمعها تبرير
neg	ستيج مره حلو الاغنيه هاديه ورايقه اصواتهم والراب والاوتفيت حبيت حبيت والرقصه عجبتني اعطيها
neg	فرق كبير يقول الكلام لطلاب التحفيز والتحدي يقوله باب الاستعلاء والاستحقار
neg	ماراح اون لاين صح
